644501567.93,SH600260,122386710.31,19012408301.5,19012408301.5,2773529751.87,凯乐科技,2018-06-30,19.22,8061632064.67,5653562248.14,13358846053.36,845859607.88,5.98E7,12273029376.93,2045947820.61,375667396.83,76820665.94,25568027.99,16195432138.12,13358846053.36,740577339.91,70884.85
322359288.31,SH600260,126416059.12,19591775487.55,19591775487.55,2801976380.69,凯乐科技,2018-03-31,0,3718691230.38,5440252513.56,14151522973.99,858648928.71,2.377E7,12588603227,1805302258.95,375667396.83,76728253.8,24952487.43,16758739095.79,14151522973.99,364680389.11,70884.85
806428016.89,SH600260,130960112.01,18618192582.74,18618192582.74,2832953688.4,凯乐科技,2017-12-31,0,15138429293.96,5118777218.27,13499415364.47,865317439.01,1.32E8,11937415276.18,1501835202.24,375667396.83,77449337.51,72598985.77,15695807828.98,13499415364.47,921212795.65,70884.85
561374930.86,SH600260,136442274.47,16748832340.95,16748832340.95,2850955229.64,凯乐科技,2017-09-30,0,11289975580.58,4904906133.53,11843926207.42,734692470.88,1.05E8,9975002245.83,1385050818.65,272530073.59,69254559.16,63273830.47,14035192116.29,11843926207.42,651112251.09,66674.76
372621507.52,SH600260,141166833.57,15352232591.98,15352232591.98,2646701711.71,凯乐科技,2017-06-30,0,7523363604.09,4713166229.67,10639066362.31,753323053.3,7.397E7,9045249094.73,1211689397.83,272530073.59,68701409.65,36008719.59,12651776617.54,10639066362.31,432496857.12,70884.85
76656954.9,SH600260,145869090.46,15166217275.98,15166217275.98,3138787602.23,凯乐科技,2017-03-31,0,3313754121.88,3434868009.23,11731349266.75,765004506.59,3.552E7,9952631089.75,942683931.86,272530073.59,65218491.56,51697887.6,12525339900.89,11731349266.75,92622317.65,66674.76
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
269991414.42,SZ300068,281608633.68,12825088769.93,12825088769.93,3282939468.46,南都电源,2018-06-30,12.06,4129964481.7,6265176775.82,6559911994.11,2186019719.7,1.76E8,4950767829.64,1307729678.02,103655026.39,30422518.92,51457358.59,7656365884.65,6559911994.11,271827249.39,87750.53
132705433.61,SZ300068,282808392.39,12312732882.22,12312732882.22,3199205476.29,南都电源,2018-03-31,0,1886088414.05,6303405273.23,6009327608.99,2162134794.79,7.107E7,3489954053.14,1316536479.18,103655026.39,30422518.92,37887153.87,7790733999.46,6009327608.99,132705433.61,87610.34
418545234.27,SZ300068,282783102.07,10894485732.36,10894485732.36,2738354917.52,南都电源,2017-12-31,0,8636812561.29,6164844148.59,4729641583.77,2175587546.2,4.2699999999999994E8,3459607638.2,1181577976.51,103655026.39,30422518.92,22135729,6682083368.59,4729641583.77,417653505.37,0.0
415803471.29,SZ300068,233296677.57,10640567579.19,10640567579.19,2604319963.71,南都电源,2017-09-30,0,6353609806.58,6137451847.83,4503115731.36,1692500532.11,2.71E8,3261204898.03,1167214968.34,103655026.39,28529135.87,10511923.17,6982042859.31,4503115731.36,429551775.32,0.0
229970229.33,SZ300068,223762640.29,9346025006.2,9346025006.2,2260307126.21,南都电源,2017-06-30,0,3719241271.8,6421063882.78,2924961123.42,1663143157.42,1.44E8,2362658123.42,956631600.11,103655026.39,27177851.2,4286636.22,5832437785.44,2924961123.42,240971772.17,0.0
125636885.96,SZ300068,219835598.15,9231572922.81,9231572922.81,2094725060.44,南都电源,2017-03-31,0,1878569360.35,6475005934.57,2756566988.24,1643237887.1,7.869E7,2171708488.24,1023994688.48,103655026.39,33990848.82,15502248.8,5953216725.21,2756566988.24,124329778.4,0.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
123716423.53,SZ300082,383533397.11,6174723226.69,6174723226.69,278046231.35,奥克股份,2018-06-30,5.64,3337063964.41,3178213153.28,2996510073.41,1939959257.07,4.625E7,2618628741.49,407469339.06,71408177.56,37957604.33,2214136.97,3000137752.77,2996510073.41,147171364.8,68167.0
32525812.15,SZ300082,387774352.57,6148457945.92,6148457945.92,536217568.63,奥克股份,2018-03-31,0,1228286624.59,3183604223.59,2964853722.33,1992481289.19,2.145E7,2503096253.36,406577482.43,71408177.56,38192952.4,3475689.29,2955857284.27,2964853722.33,38547535.95,68067.0
218840980.36,SZ300082,391941305.65,6301474090.61,6301474090.61,407466039.43,奥克股份,2017-12-31,0,5698886493.71,3143218090.57,3158256000.04,2041936434.71,9.788E7,2693231298.61,376080858.97,71408177.56,38956577.91,3479388.45,3023867699.23,3158256000.04,269790880.12,68067.0
165477510.36,SZ300082,295459342.32,6196951587.74,6196951587.74,275184371.17,奥克股份,2017-09-30,0,3899084007.81,3091664050.41,3105287537.33,2154681093.29,6.478E7,2418009527.1,334413825.67,61571287.93,28397522.78,3784330.12,2955001522.78,3105287537.33,180029187.61,67392.0
78920621.04,SZ300082,284934873.89,5516696861.87,5516696861.87,258285312.73,奥克股份,2017-06-30,0,2380822146.81,2894204560.6,2622492301.27,1886388514.97,4.137E7,1915221040.73,256917333.23,61571287.93,28435031.24,3915869.84,2868335529.46,2622492301.27,84389238.46,67392.0
25573439.02,SZ300082,324199049.2,5353734999.8,5353734999.8,431612526.59,奥克股份,2017-03-31,0,1031830285.47,2889245025.65,2464489974.15,1883008744.33,2.047E7,1871624283.59,245762177.07,61571287.93,28628189.52,4107170.62,2647868219.49,2464489974.15,30263223.23,67392.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
536102555.08,SH600884,384447107.1,23899911340.93,23899911340.93,2947617183.75,杉杉股份,2018-06-30,15.8,4287890060.46,11282831797.3,12617079543.63,3075070719.42,2.04E8,9007932646,3321928804.06,177724340.1,70545971.26,68439418.23,11009384207.89,12617079543.63,620528345.31,112276.5
180387779.6,SH600884,373581737.72,24495618496.48,24495618496.48,3022121218.44,杉杉股份,2018-03-31,0,1813531187.95,12043097107.99,12452521388.49,2890858592.75,9.943E7,8045964333.68,3073453690.77,177724340.1,69102968.12,41280663.58,10565022507.37,12452521388.49,223093230.28,112276.5
1009856360.99,SH600884,374607090.46,22073190367.51,22073190367.51,2333520492.96,杉杉股份,2017-12-31,0,8270540870.17,11129731664.58,10943458702.93,2645360347.41,3.86E8,6878568849.9,2923685299.38,177724340.1,69060802.69,74600627.75,9244513483.1,10943458702.93,1245231927.28,112276.5
565216410.35,SH600884,426378684.43,20780428959.84,20780428959.84,1993821794.53,杉杉股份,2017-09-30,0,6643679241.79,9892667979.72,10887760980.12,2309878872.39,2.95E8,7148765048.53,2536497963.49,136770423.28,69433656.67,33603996.59,9310372648.67,10887760980.12,693180459.58,112276.5
394238557.17,SH600884,429215026.8,17717290862.95,17717290862.95,1806453706.02,杉杉股份,2017-06-30,0,3852360639.5,9302781585.61,8414509277.34,2032055184.21,2.0E8,6351593823.92,2407573543.24,136770423.28,69323835.95,18749999.92,9215542208.58,8414509277.34,475843062.15,112276.5
103975396.88,SH600884,394156424.35,15409853527.13,15409853527.13,1422755800.4,杉杉股份,2017-03-31,0,1537699891.71,8960987698.35,6448865828.78,1871691283.89,9.864E7,4456872077.14,2241761443.65,136770423.28,63378731.35,4687499.92,7618196746.76,6448865828.78,131517543.63,112276.5
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
101009583.21,SZ300067,79473209.69,1897958668.79,1897958668.79,221298414.12,安诺其,2018-06-30,5.3,699167707.8,1636935727.61,261022941.18,421657195.44,2.604E7,258487775.76,444168573.83,36564509.89,8725953.08,108206.25,1129583134.81,261022941.18,128120111.73,72691.64
42239300.94,SZ300067,82358585.24,1878076935.04,1878076935.04,263089449.74,安诺其,2018-03-31,0,345789659.53,1622714515.1,255362419.94,446302414.19,1.189E7,252758888.8,421742984.6,36564509.89,10299136.63,44527.09,1113175029.1,255362419.94,52950493.37,72691.64
83635904.33,SZ300067,72544988.56,1779103883.86,1779103883.86,239637869.68,安诺其,2017-12-31,0,1332897473.47,1568818026.81,210285857.05,457053784.02,5.5E7,207632358.32,380200535.09,36564509.89,11138424.28,13956.25,1029919273.88,210285857.05,111204227.57,72691.64
71269960.26,SZ300067,75165103.78,1528903819,1528903819,253773577.28,安诺其,2017-09-30,0,1048208108.53,1133818297.91,395085521.09,467979086.31,3.912E7,391920622.94,376154738.4,28308166.48,7017677.12,184270.83,781464299.8,395085521.09,91846881.35,65544.08
61048553.58,SZ300067,75293138.57,1609655187.43,1609655187.43,221324293.31,安诺其,2017-06-30,0,721701965.02,1122543289.17,487111898.26,346747780.51,2.657E7,483858445.4,365099778.3,28308166.48,6593020.14,228375,871803065.92,487111898.26,78427162.47,65515.0
33490584.41,SZ300067,76210428.06,1625719680.73,1625719680.73,223520119.12,安诺其,2017-03-31,0,383292120.01,1101114267.39,524605413.34,350838946.71,1.453E7,521263405.86,348539304.23,28308166.48,5755683.8,258220.82,911757076.62,524605413.34,44143109.51,65515.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
33809798.35,SZ002810,92877425.99,1332740233.88,1332740233.88,149713543.27,山东赫达,2018-06-30,14.93,424189709.98,713654844.21,619085389.67,335427006.03,1.397E7,421927992.76,360117451.67,58278544.11,4022375.72,,544591382.2,619085389.67,40035411.5,11906.4
11528437.61,SZ002810,93287276.53,1172497750.55,1172497750.55,151405500.93,山东赫达,2018-03-31,0,173220460.51,689658117.23,482839633.32,333933031.02,6860000.0,376504483.41,338761503.8,58278544.11,3664812.48,,439760304.28,482839633.32,12866507.52,9922.0
46626713.08,SZ002810,93886775.15,1108661075.33,1108661075.33,127346689.9,山东赫达,2017-12-31,0,651401582.22,679251969.85,429409105.48,343503352.57,2.488E7,322981075.73,328116559.93,58278544.11,3443150.37,,409284539.94,429409105.48,53801862.26,9556.0
37908876.48,SZ002810,94136875.87,1079873355.47,1079873355.47,109825922.11,山东赫达,2017-09-30,0,476600895.51,668185508.39,411687847.08,345244224.56,1.756E7,294503447.07,324799540.79,53103059.02,3086407.68,,461229927.93,411687847.08,45077127.89,9556.0
28071074.35,SZ002810,94703802.64,1111928541.79,1111928541.79,135344146.59,山东赫达,2017-06-30,0,312959960.59,658347706.26,453580835.53,341695297.94,1.132E7,322291720.81,315030617.67,53103059.02,2953277.17,,548944358.76,453580835.53,33287090.97,9556.0
15597522.82,SZ002810,95270729.41,998133533.27,998133533.27,156059990.52,山东赫达,2017-03-31,0,137273006.04,650652154.73,347481378.54,350685606.41,4960000.0,316180541.43,307247549.53,53103059.02,2890748.23,,450710952.73,347481378.54,18358033.05,9556.0
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
66192654.69,SZ300263,254371700.19,3842392550.91,3842392550.91,529085627.23,隆华节能,2018-06-30,4.77,720058232.68,2647001213.61,1195391337.3,374780759.19,3.997E7,1107191738.11,574441913.68,57483715.04,33280392.79,,2062056118.35,1195391337.3,75105163.2,91079.93
12622747.07,SZ300263,256192636.7,3644947249.24,3644947249.24,581089408.85,隆华节能,2018-03-31,0,221921965.55,2602259836.97,1042687412.27,370628362.98,1.158E7,953519685.64,535563934.6,57483715.04,31713389.19,,1932986913.88,1042687412.27,15559142.95,88207.93
56147156.69,SZ300263,261488491.91,3654756856.98,3654756856.98,483408642.01,隆华节能,2017-12-31,0,1068323190.08,2590609327.37,1064147529.61,379388532.84,7.555E7,974537662.58,521526921.55,57483715.04,34016892.04,15285.42,1957605371.44,1064147529.61,69447118.29,88207.93
52348642.72,SZ300263,224599009.03,3563338105.74,3563338105.74,426039085.45,隆华节能,2017-09-30,0,759561993.05,2589378044.35,973960061.39,325543609.97,4.512E7,883091544.95,531330500.66,48786154.27,33112974.94,,1970366163.86,973960061.39,60527420.18,88207.93
27355477.87,SZ300263,180729203.95,3344958560.99,3344958560.99,398753149.62,隆华节能,2017-06-30,0,460790765.43,2506551968.94,838406592.05,317873057.54,2.48E7,754663771.56,508860518.87,48786154.27,32367037.93,,1772919220.54,838406592.05,32611208.16,88207.93
10560751.31,SZ300263,184534589.68,3320108701.18,3320108701.18,402100112.53,隆华节能,2017-03-31,0,186270634.48,2497643341.33,822465359.85,318893080.55,1.003E7,734418139.44,503123832.88,48786154.27,31546837.58,19333.33,1835540101.36,822465359.85,13109072.41,88207.93
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
230131663.19,SZ000055,80168033.16,7892969369.92,7892969369.92,726389203.3,方大集团,2018-06-30,4.73,1442050896.53,3289644771.1,4603324598.82,474159833.94,2.706E7,2950098047.73,1915776543.67,110690396.65,245982195.38,2412315.6,4656085743.72,4603324598.82,293177843.14,118364.23
98377550.44,SZ000055,58573003.74,7562522369.52,7562522369.52,755065589.13,方大集团,2018-03-31,0,650032997.33,3330717890.26,4231804479.26,486954295.29,9990000.0,2906757255.97,1961568769.02,110690396.65,238338618.91,4989744.18,4393079943.42,4231804479.26,131878648.33,118364.23
1151047221.51,SZ000055,58869444.53,7625422688.63,7625422688.63,819610960.67,方大集团,2017-12-31,0,2947470813.58,3238939202.18,4386483486.45,468118279.18,6.106E7,3161324455.51,1863191218.58,110690396.65,230597590.58,2425311.97,4515493739.13,4386483486.45,1424842598.85,118364.23
360491680,SZ000055,60249472.17,6971041157.32,6971041157.32,1917297358.74,方大集团,2017-09-30,0,2052749153.63,2393321477.28,4577719680.04,492174639.61,4.001E7,3395913583.63,1101857154.56,88839790.5,208768497.68,2572755.2,5786435993.9,4577719680.04,428516268.73,118364.23
227518243.36,SZ000055,59204940.34,6295862043.86,6295862043.86,1917899065.58,方大集团,2017-06-30,0,1399710941.29,2251866170.78,4043995873.08,494499271.59,2.314E7,2845339960.51,968640703.13,88839790.5,196414604.53,2450888.9,5121543649.64,4043995873.08,295286347.88,118364.23
67516695.1,SZ000055,59436565.39,6539538168.48,6539538168.48,1991257901.7,方大集团,2017-03-31,0,573546634.49,2370541439.19,4168996729.29,500830341.34,1.016E7,2929289552.18,1084579744.64,88839790.5,184499863.02,2739837.25,5366314687.25,4168996729.29,88363313.13,118364.23
净利润,公司代码,无形资产,资产总计,总资产,存货,公司名称,报告期,股票价格,营业收入,股东权益,总负债,固定资产,销售费用,流动负债,未分配利润,盈余公积金,递延所得税资产,应付利息,流动资产,负债总计,利润总额,总股本
60030172.12,SZ300487,87897865,1636376800.69,1636376800.69,86982816.84,蓝晓科技,2018-06-30,27.94,287654496.2,876412994.58,759963806.11,152530374.96,9770000.0,746846554.1,345613697.78,38233980.97,4925011.1,150000,1150042430.5,759963806.11,66298363.69,20239.38
19945195.76,SZ300487,37819920.82,1113302575.89,1113302575.89,89331304.24,蓝晓科技,2018-03-31,0,132138788.18,840125083.86,273177492.03,154527884.56,2880000.0,259830494.13,322485334.81,38233980.97,4944596.03,75000,698556435.57,273177492.03,23526590.04,20239.38
92881927.94,SZ300487,38044447.45,1059855286.3,1059855286.3,77596108.49,蓝晓科技,2017-12-31,0,444242473.38,817527727.22,242327559.08,157136914.96,1.968E7,228750815.29,302364784.68,38233980.97,4446957.43,,679053689.03,242327559.08,108287774.07,20239.38
76821497.65,SZ300487,41044375.69,987537220,987537220,67536668.39,蓝晓科技,2017-09-30,0,331282021.18,798765158.62,188772061.38,172078576.85,1.361E7,177147061.38,292948863.48,31285737.14,4569953.46,212500,688257983.13,188772061.38,88822931.51,8095.75
53622256.9,SZ300487,41192516.52,933711286.41,933711286.41,81568519.05,蓝晓科技,2017-06-30,0,205950458.47,771841423.24,161869863.17,175226295.38,9060000.0,150269863.17,269749622.73,31285737.14,4799646.08,137500,649155234.46,161869863.17,61035496.68,20239.38
14809395.76,SZ300487,41148264.63,886485991.66,886485991.66,82224259.2,蓝晓科技,2017-03-31,0,98577396.38,726050390.16,160435601.5,175604184.86,3720000.0,148710601.5,230936761.59,31285737.14,4545399.91,62500,601931152.04,160435601.5,17775684.38,8095.75
